idproduto,mes,qtd
27049,8,83
27049,9,123
27049,10,136
27049,11,81
27051,7,86
27051,8,99
27051,9,127
27051,10,88
27051,11,69
27052,7,158
27052,8,160
27052,9,265
27052,10,224
27052,11,117
27053,7,121
27053,8,126
27053,9,181
27053,10,152
27053,11,91
27055,7,42
27055,8,43
27055,9,56
27055,10,65
27055,11,52
27056,7,91
27056,8,94
27056,9,131
27056,10,144
27056,11,119
27057,7,99
27057,8,86
27057,9,135
27057,10,148
27057,11,71
27058,7,44
27058,8,37
27058,9,73
27058,10,80
27058,11,46
27099,7,33
27099,8,68
27099,9,61
27099,10,60
27099,11,65
27100,7,36
27100,8,74
27100,9,67
27100,10,66
27100,11,72
27101,7,23
27101,8,49
27101,9,44
27101,10,43
27101,11,47
27102,7,16
27102,8,33
27102,9,30
27102,10,29
27102,11,32
27104,7,35
27104,8,72
27104,9,65
27104,10,64
27104,11,70
27105,7,43
27105,8,88
27105,9,80
27105,10,78
27105,11,85
27106,7,32
27106,8,66
27106,9,60
27106,10,58
27106,11,64
27107,7,22
27107,8,45
27107,9,41
27107,10,40
27107,11,44
27678,7,61
27678,8,43
27678,9,70
27678,10,55
27678,11,31
27679,7,47
27679,8,51
27679,9,74
27679,10,50
27679,11,27
27682,7,40
27682,8,53
27682,9,77
27682,10,53
27682,11,36
27683,7,37
27683,8,46
27683,9,72
27683,10,57
27683,11,32
27973,7,45
27973,8,40
27973,9,57
27973,10,50
27973,11,23
27974,7,90
27974,8,59
27974,9,73
27974,10,77
27974,11,49
27975,7,65
27975,8,58
27975,9,56
27975,10,53
27975,11,34
27977,7,79
27977,8,69
27977,9,113
27977,10,72
27977,11,42
27978,7,122
27978,8,118
27978,9,256
27978,10,120
27978,11,85
27979,7,87
27979,8,90
27979,9,185
27979,10,103
27979,11,65
28625,7,41
28625,8,33
28625,9,53
28625,10,55
28625,11,23
28626,7,83
28626,8,82
28626,9,136
28626,10,129
28626,11,63
28627,7,101
28627,8,104
28627,9,141
28627,10,173
28627,11,85
28628,7,76
28628,8,89
28628,9,123
28628,10,145
28628,11,71
28629,7,76
28629,8,74
28629,9,110
28629,10,115
28629,11,69
28630,7,156
28630,8,160
28630,9,210
28630,10,215
28630,11,104
28631,7,136
28631,8,122
28631,9,165
28631,10,186
28631,11,110
28632,7,82
28632,8,71
28632,9,83
28632,10,127
28632,11,63
28633,7,36
28633,8,62
28633,9,84
28633,10,68
28633,11,44
28634,7,77
28634,8,134
28634,9,181
28634,10,151
28634,11,87
28635,7,107
28635,8,141
28635,9,215
28635,10,229
28635,11,97
28636,7,82
28636,8,101
28636,9,159
28636,10,166
28636,11,80
28637,7,72
28637,8,80
28637,9,147
28637,10,82
28637,11,64
28638,7,221
28638,8,234
28638,9,347
28638,10,275
28638,11,160
28639,7,212
28639,8,223
28639,9,334
28639,10,281
28639,11,158
28640,7,105
28640,8,132
28640,9,190
28640,10,189
28640,11,94
28641,7,102
28641,8,79
28641,9,124
28641,10,112
28641,11,94
28642,7,452
28642,8,379
28642,9,547
28642,10,560
28642,11,354
28643,7,459
28643,8,424
28643,9,573
28643,10,615
28643,11,384
28644,7,276
28644,8,299
28644,9,381
28644,10,439
28644,11,264
28645,7,49
28645,8,46
28645,9,85
28645,10,77
28645,11,32
28646,7,110
28646,8,130
28646,9,193
28646,10,177
28646,11,88
28647,7,79
28647,8,94
28647,9,125
28647,10,118
28647,11,62
28649,7,86
28649,8,88
28649,9,130
28649,10,93
28649,11,57
28650,7,160
28650,8,189
28650,9,300
28650,10,202
28650,11,116
28651,7,145
28651,8,165
28651,9,231
28651,10,147
28651,11,95
28653,7,69
28653,8,76
28653,9,99
28653,10,60
28653,11,42
28654,7,168
28654,8,155
28654,9,255
28654,10,181
28654,11,91
28655,7,170
28655,8,166
28655,9,217
28655,10,127
28655,11,68
28656,7,77
28656,8,56
28656,9,103
28656,10,81
28656,11,37
29141,7,26
29141,8,28
29141,9,68
29141,10,49
29141,11,45
29142,7,23
29142,8,25
29142,9,62
29142,10,44
29142,11,41
29143,7,16
29143,8,17
29143,9,42
29143,10,30
29143,11,28
29415,7,54
29415,8,78
29415,9,83
29415,10,128
29415,11,52
29416,7,64
29416,8,83
29416,9,101
29416,10,114
29416,11,45
29417,7,40
29417,8,63
29417,9,78
29417,10,113
29417,11,36
29418,7,36
29418,8,56
29418,9,65
29418,10,68
29418,11,24
29419,7,46
29419,8,63
29419,9,83
29419,10,65
29419,11,25
29420,7,29
29420,8,51
29420,9,72
29420,10,69
29420,11,24
29424,7,38
29424,8,54
29424,9,53
29424,10,70
29424,11,23
29425,7,44
29425,8,58
29425,9,58
29425,10,62
29425,11,23
29426,7,25
29426,8,42
29426,9,56
29426,10,60
29426,11,17
29427,7,48
29427,8,67
29427,9,64
29427,10,72
29427,11,23
29428,7,58
29428,8,76
29428,9,86
29428,10,70
29428,11,31
29429,7,42
29429,8,64
29429,9,76
29429,10,68
29429,11,24
29552,7,20
29552,8,21
29552,9,52
29552,10,37
29552,11,35
29875,7,43
29875,8,82
29875,9,86
29875,10,93
29875,11,53
29876,7,48
29876,8,92
29876,9,96
29876,10,104
29876,11,59
29877,7,37
29877,8,70
29877,9,73
29877,10,80
29877,11,45
29881,7,22
29881,8,42
29881,9,44
29881,10,48
29881,11,27
29882,7,22
29882,8,41
29882,9,43
29882,10,46
29882,11,26
29883,7,19
29883,8,36
29883,9,38
29883,10,41
29883,11,23
29971,7,15
29971,8,6
29971,9,13
29971,10,0
29971,11,0
29972,7,16
29972,8,6
29972,9,14
29972,10,0
29972,11,0
29973,7,18
29973,8,7
29973,9,15
29973,10,0
29973,11,0
30061,7,141
30061,8,159
30061,9,226
30061,10,238
30061,11,164
30062,7,180
30062,8,193
30062,9,339
30062,10,333
30062,11,184
30063,7,180
30063,8,168
30063,9,279
30063,10,250
30063,11,188
30064,7,115
30064,8,95
30064,9,139
30064,10,161
30064,11,110
30065,7,71
30065,8,100
30065,9,121
30065,10,103
30065,11,68
30066,7,94
30066,8,132
30066,9,183
30066,10,135
30066,11,108
30067,7,74
30067,8,107
30067,9,152
30067,10,97
30067,11,89
30068,7,54
30068,8,77
30068,9,108
30068,10,80
30068,11,69
30097,7,16
30097,8,39
30097,9,46
30097,10,40
30097,11,42
30101,7,31
30101,8,76
30101,9,86
30101,10,72
30101,11,59
30105,7,34
30105,8,73
30105,9,98
30105,10,77
30105,11,44
30109,7,25
30109,8,46
30109,9,54
30109,10,56
30109,11,42
30153,7,24
30153,8,10
30153,9,21
30153,10,20
30153,11,7
30154,7,10
30154,8,31
30154,9,39
30154,10,20
30154,11,10
30157,7,29
30157,8,14
30157,9,22
30157,10,22
30157,11,8
30158,7,30
30158,8,37
30158,9,48
30158,10,30
30158,11,29
30160,7,3
30160,8,2
30160,9,25
30160,10,43
30160,11,17
30161,7,32
30161,8,37
30161,9,39
30161,10,23
30161,11,18
30286,7,66
30286,8,68
30286,9,120
30286,10,105
30286,11,60
30287,7,95
30287,8,100
30287,9,146
30287,10,145
30287,11,80
30288,7,81
30288,8,93
30288,9,132
30288,10,117
30288,11,66
30289,7,53
30289,8,54
30289,9,81
30289,10,72
30289,11,30
30290,7,82
30290,8,109
30290,9,126
30290,10,118
30290,11,64
30291,7,82
30291,8,110
30291,9,117
30291,10,114
30291,11,63
30581,7,71
30581,8,47
30581,9,102
30581,10,74
30581,11,41
30582,7,90
30582,8,96
30582,9,162
30582,10,109
30582,11,76
30583,7,68
30583,8,81
30583,9,128
30583,10,88
30583,11,53
30745,7,34
30745,8,30
30745,9,55
30745,10,30
30745,11,29
30746,7,52
30746,8,47
30746,9,84
30746,10,45
30746,11,44
30747,7,46
30747,8,42
30747,9,75
30747,10,40
30747,11,39
30748,7,30
30748,8,27
30748,9,50
30748,10,27
30748,11,26
30749,7,23
30749,8,21
30749,9,37
30749,10,20
30749,11,19
30750,7,36
30750,8,32
30750,9,58
30750,10,31
30750,11,30
30751,7,34
30751,8,31
30751,9,55
30751,10,30
30751,11,29
30752,7,24
30752,8,21
30752,9,39
30752,10,21
30752,11,20
30893,7,27
30893,8,29
30893,9,71
30893,10,51
30893,11,47
30894,7,30
30894,8,32
30894,9,79
30894,10,57
30894,11,53
30895,7,29
30895,8,31
30895,9,76
30895,10,54
30895,11,50
30896,7,21
30896,8,23
30896,9,56
30896,10,40
30896,11,38
30901,7,40
30901,8,44
30901,9,107
30901,10,77
30901,11,71
30902,7,48
30902,8,52
30902,9,127
30902,10,91
30902,11,84
30903,7,44
30903,8,47
30903,9,115
30903,10,82
30903,11,76
30904,7,27
30904,8,29
30904,9,71
30904,10,51
30904,11,47
31049,7,30
31049,8,35
31049,9,44
31049,10,8
31049,11,4
31050,7,52
31050,8,64
31050,9,224
31050,10,86
31050,11,33
31068,7,118
31068,8,131
31068,9,182
31068,10,173
31068,11,84
31069,7,43
31069,8,58
31069,9,45
31069,10,49
31069,11,32
31070,7,52
31070,8,54
31070,9,91
31070,10,102
31070,11,52
31072,7,51
31072,8,53
31072,9,77
31072,10,91
31072,11,28
31073,7,39
31073,8,40
31073,9,53
31073,10,60
31073,11,33
31074,7,53
31074,8,54
31074,9,69
31074,10,75
31074,11,54
31075,7,46
31075,8,47
31075,9,59
31075,10,79
31075,11,42
31076,7,31
31076,8,29
31076,9,38
31076,10,51
31076,11,25
31101,7,23
31101,8,34
31101,9,48
31101,10,23
31101,11,13
31108,7,64
31108,8,72
31108,9,106
31108,10,85
31108,11,50
31109,7,48
31109,8,24
31109,9,41
31109,10,49
31109,11,32
31110,7,58
31110,8,33
31110,9,60
31110,10,72
31110,11,25
31111,7,48
31111,8,29
31111,9,45
31111,10,51
31111,11,31
31112,7,46
31112,8,21
31112,9,50
31112,10,44
31112,11,24
31121,7,108
31121,8,112
31121,9,148
31121,10,150
31121,11,98
31122,7,222
31122,8,228
31122,9,360
31122,10,263
31122,11,157
31123,7,200
31123,8,190
31123,9,258
31123,10,216
31123,11,129
31124,7,107
31124,8,101
31124,9,128
31124,10,145
31124,11,78
31125,7,51
31125,8,57
31125,9,90
31125,10,43
31125,11,40
31126,7,103
31126,8,102
31126,9,203
31126,10,117
31126,11,81
31127,7,126
31127,8,111
31127,9,197
31127,10,141
31127,11,111
31128,7,104
31128,8,85
31128,9,155
31128,10,118
31128,11,98
31129,7,59
31129,8,62
31129,9,71
31129,10,52
31129,11,28
31130,7,91
31130,8,101
31130,9,104
31130,10,87
31130,11,45
31131,7,80
31131,8,83
31131,9,62
31131,10,67
31131,11,36
31132,7,46
31132,8,41
31132,9,30
31132,10,41
31132,11,33
31141,7,71
31141,8,70
31141,9,83
31141,10,64
31141,11,42
31142,7,117
31142,8,117
31142,9,125
31142,10,124
31142,11,86
31143,7,74
31143,8,90
31143,9,91
31143,10,89
31143,11,51
31351,7,51
31351,8,97
31351,9,107
31351,10,119
31351,11,125
31353,7,35
31353,8,65
31353,9,98
31353,10,78
31353,11,57
31359,7,19
31359,8,36
31359,9,34
31359,10,34
31359,11,29
31361,7,75
31361,8,74
31361,9,87
31361,10,109
31361,11,116
31368,7,18
31368,8,16
31368,9,24
31368,10,24
31368,11,16
31375,7,38
31375,8,35
31375,9,51
31375,10,50
31375,11,33
31376,7,25
31376,8,23
31376,9,34
31376,10,33
31376,11,22
31379,7,30
31379,8,25
31379,9,53
31379,10,75
31379,11,29
31380,7,47
31380,8,66
31380,9,84
31380,10,71
31380,11,58
31381,7,40
31381,8,36
31381,9,55
31381,10,62
31381,11,41
31388,7,34
31388,8,47
31388,9,56
31388,10,39
31388,11,38
31389,7,37
31389,8,56
31389,9,138
31389,10,51
31389,11,40
31943,7,9
31943,8,3
31943,9,6
31943,10,0
31943,11,0
31944,7,16
31944,8,6
31944,9,12
31944,10,0
31944,11,0
31945,7,15
31945,8,6
31945,9,11
31945,10,0
31945,11,0
31946,7,10
31946,8,4
31946,9,7
31946,10,0
31946,11,0
32057,7,71
32057,8,55
32057,9,65
32057,10,44
32057,11,38
32058,7,80
32058,8,57
32058,9,73
32058,10,59
32058,11,46
32059,7,71
32059,8,42
32059,9,61
32059,10,45
32059,11,30
32077,7,62
32077,8,59
32077,9,72
32077,10,61
32077,11,37
32078,7,74
32078,8,65
32078,9,86
32078,10,70
32078,11,41
32079,7,59
32079,8,54
32079,9,83
32079,10,49
32079,11,29
32302,7,61
32302,8,53
32302,9,66
32302,10,56
32302,11,34
32303,7,78
32303,8,94
32303,9,125
32303,10,92
32303,11,68
32304,7,67
32304,8,83
32304,9,120
32304,10,92
32304,11,63
32305,7,50
32305,8,51
32305,9,56
32305,10,49
32305,11,42
32306,7,71
32306,8,76
32306,9,122
32306,10,93
32306,11,56
32307,7,117
32307,8,154
32307,9,223
32307,10,179
32307,11,103
32308,7,111
32308,8,149
32308,9,217
32308,10,165
32308,11,96
32309,7,65
32309,8,74
32309,9,105
32309,10,99
32309,11,52
32310,7,70
32310,8,54
32310,9,75
32310,10,62
32310,11,45
32311,7,107
32311,8,119
32311,9,165
32311,10,133
32311,11,76
32312,7,91
32312,8,100
32312,9,126
32312,10,111
32312,11,69
32313,7,53
32313,8,38
32313,9,58
32313,10,50
32313,11,39
32314,7,38
32314,8,48
32314,9,72
32314,10,71
32314,11,30
32315,7,79
32315,8,121
32315,9,151
32315,10,128
32315,11,70
32316,7,69
32316,8,100
32316,9,126
32316,10,114
32316,11,60
32317,7,52
32317,8,65
32317,9,66
32317,10,83
32317,11,44
32318,7,106
32318,8,80
32318,9,131
32318,10,105
32318,11,47
32319,7,139
32319,8,191
32319,9,292
32319,10,216
32319,11,102
32320,7,137
32320,8,144
32320,9,225
32320,10,187
32320,11,101
32321,7,78
32321,8,82
32321,9,111
32321,10,108
32321,11,89
32344,7,21
32344,8,18
32344,9,33
32344,10,18
32344,11,17
32345,7,31
32345,8,27
32345,9,50
32345,10,27
32345,11,26
32346,7,26
32346,8,24
32346,9,43
32346,10,23
32346,11,22
32347,7,20
32347,8,18
32347,9,33
32347,10,17
32347,11,17
32565,7,35
32565,8,11
32565,9,76
32565,10,152
32565,11,109
32566,7,113
32566,8,28
32566,9,148
32566,10,306
32566,11,239
32567,7,182
32567,8,23
32567,9,252
32567,10,389
32567,11,290
32568,7,126
32568,8,36
32568,9,176
32568,10,321
32568,11,246
32569,7,47
32569,8,12
32569,9,121
32569,10,222
32569,11,176
32575,7,26
32575,8,7
32575,9,41
32575,10,79
32575,11,62
32576,7,74
32576,8,11
32576,9,117
32576,10,228
32576,11,185
32577,7,91
32577,8,20
32577,9,143
32577,10,261
32577,11,212
32578,7,68
32578,8,13
32578,9,123
32578,10,207
32578,11,149
32579,7,42
32579,8,12
32579,9,65
32579,10,156
32579,11,85
32580,7,49
32580,8,15
32580,9,119
32580,10,231
32580,11,192
32581,7,196
32581,8,42
32581,9,245
32581,10,415
32581,11,374
32582,7,302
32582,8,204
32582,9,286
32582,10,569
32582,11,474
32583,7,196
32583,8,49
32583,9,292
32583,10,495
32583,11,406
32584,7,157
32584,8,38
32584,9,165
32584,10,331
32584,11,266
32585,7,8
32585,8,3
32585,9,35
32585,10,62
32585,11,65
32586,7,19
32586,8,5
32586,9,78
32586,10,170
32586,11,130
32587,7,20
32587,8,7
32587,9,84
32587,10,166
32587,11,133
32588,7,16
32588,8,6
32588,9,77
32588,10,157
32588,11,130
32589,7,14
32589,8,3
32589,9,36
32589,10,76
32589,11,71
32595,7,13
32595,8,1
32595,9,23
32595,10,53
32595,11,50
32596,7,29
32596,8,8
32596,9,77
32596,10,147
32596,11,93
32597,7,23
32597,8,3
32597,9,84
32597,10,202
32597,11,117
32598,7,22
32598,8,6
32598,9,76
32598,10,152
32598,11,98
32599,7,24
32599,8,7
32599,9,35
32599,10,83
32599,11,49
32901,7,230
32901,8,211
32901,9,265
32901,10,183
32901,11,81
32902,7,275
32902,8,311
32902,9,398
32902,10,356
32902,11,161
32903,7,242
32903,8,300
32903,9,378
32903,10,308
32903,11,135
32904,7,225
32904,8,208
32904,9,265
32904,10,190
32904,11,51
32905,7,211
32905,8,187
32905,9,248
32905,10,155
32905,11,38
32906,7,234
32906,8,256
32906,9,358
32906,10,275
32906,11,118
32907,7,229
32907,8,253
32907,9,348
32907,10,270
32907,11,100
32908,7,214
32908,8,191
32908,9,263
32908,10,159
32908,11,28
33102,7,15
33102,8,15
33102,9,17
33102,10,12
33102,11,10
33103,7,27
33103,8,27
33103,9,30
33103,10,21
33103,11,17
33104,7,23
33104,8,23
33104,9,26
33104,10,18
33104,11,15
33114,7,13
33114,8,13
33114,9,15
33114,10,10
33114,11,8
33115,7,20
33115,8,20
33115,9,22
33115,10,16
33115,11,13
33116,7,18
33116,8,18
33116,9,21
33116,10,14
33116,11,12
33157,7,57
33157,8,59
33157,9,81
33157,10,136
33157,11,58
33158,7,50
33158,8,51
33158,9,71
33158,10,118
33158,11,51
33216,7,101
33216,8,104
33216,9,144
33216,10,242
33216,11,103
33217,7,75
33217,8,78
33217,9,107
33217,10,179
33217,11,77
33534,7,9
33534,8,17
33534,9,18
33534,10,20
33534,11,11
33535,7,7
33535,8,14
33535,9,15
33535,10,16
33535,11,9
33538,7,21
33538,8,39
33538,9,41
33538,10,44
33538,11,25
33539,7,16
33539,8,30
33539,9,31
33539,10,34
33539,11,19
33577,7,26
33577,8,24
33577,9,35
33577,10,35
33577,11,23
33578,7,26
33578,8,24
33578,9,35
33578,10,34
33578,11,23
33579,7,21
33579,8,19
33579,9,28
33579,10,28
33579,11,19
33628,7,67
33628,8,137
33628,9,74
33628,10,73
33628,11,30
33629,7,82
33629,8,165
33629,9,149
33629,10,97
33629,11,34
33630,7,79
33630,8,164
33630,9,135
33630,10,99
33630,11,38
33631,7,65
33631,8,135
33631,9,101
33631,10,77
33631,11,33
33632,7,107
33632,8,115
33632,9,101
33632,10,135
33632,11,43
33633,7,120
33633,8,182
33633,9,223
33633,10,154
33633,11,73
33634,7,119
33634,8,173
33634,9,216
33634,10,168
33634,11,71
33635,7,111
33635,8,119
33635,9,135
33635,10,135
33635,11,47
33719,7,19
33719,8,35
33719,9,37
33719,10,40
33719,11,23
33720,7,9
33720,8,17
33720,9,18
33720,10,19
33720,11,11
33740,7,185
33740,8,154
33740,9,190
33740,10,150
33740,11,32
33741,7,229
33741,8,234
33741,9,318
33741,10,244
33741,11,90
33742,7,227
33742,8,228
33742,9,307
33742,10,223
33742,11,67
33743,7,189
33743,8,168
33743,9,185
33743,10,130
33743,11,24
34028,7,12
34028,8,11
34028,9,27
34028,10,26
34028,11,20
34029,7,14
34029,8,13
34029,9,32
34029,10,31
34029,11,23
34030,7,10
34030,8,10
34030,9,24
34030,10,23
34030,11,18
34036,7,5
34036,8,3
34036,9,17
34036,10,19
34036,11,15
34037,7,6
34037,8,4
34037,9,20
34037,10,24
34037,11,18
34038,7,8
34038,8,6
34038,9,29
34038,10,34
34038,11,26
34039,7,2
34039,8,2
34039,9,8
34039,10,9
34039,11,7
34040,7,6
34040,8,4
34040,9,22
34040,10,26
34040,11,20
34041,7,8
34041,8,6
34041,9,29
34041,10,34
34041,11,26
34042,7,7
34042,8,5
34042,9,25
34042,10,29
34042,11,23
34043,7,3
34043,8,2
34043,9,11
34043,10,12
34043,11,10
34074,7,5
34074,8,0
34074,9,11
34074,10,33
34074,11,33
34075,7,4
34075,8,0
34075,9,20
34075,10,45
34075,11,54
34076,7,4
34076,8,1
34076,9,24
34076,10,47
34076,11,38
34077,7,1
34077,8,0
34077,9,24
34077,10,47
34077,11,29
34078,7,2
34078,8,1
34078,9,24
34078,10,44
34078,11,38
34079,7,5
34079,8,0
34079,9,20
34079,10,47
34079,11,65
34080,7,4
34080,8,1
34080,9,31
34080,10,47
34080,11,46
34081,7,6
34081,8,1
34081,9,32
34081,10,43
34081,11,28
34082,7,1
34082,8,0
34082,9,28
34082,10,51
34082,11,36
34083,7,4
34083,8,0
34083,9,30
34083,10,51
34083,11,27
34084,7,1
34084,8,0
34084,9,77
34084,10,82
34084,11,19
34085,7,1
34085,8,0
34085,9,77
34085,10,68
34085,11,15
34124,7,11
34124,8,11
34124,9,13
34124,10,9
34124,11,7
34125,7,20
34125,8,20
34125,9,22
34125,10,15
34125,11,12
34126,7,18
34126,8,18
34126,9,20
34126,10,14
34126,11,11
34136,7,12
34136,8,12
34136,9,14
34136,10,10
34136,11,8
34137,7,18
34137,8,18
34137,9,20
34137,10,14
34137,11,11
34138,7,17
34138,8,17
34138,9,19
34138,10,13
34138,11,10
34140,7,63
34140,8,84
34140,9,42
34140,10,42
34140,11,20
34141,7,57
34141,8,85
34141,9,93
34141,10,47
34141,11,30
34142,7,73
34142,8,84
34142,9,95
34142,10,67
34142,11,32
34143,7,47
34143,8,72
34143,9,77
34143,10,52
34143,11,18
34147,7,166
34147,8,256
34147,9,268
34147,10,327
34147,11,169
34148,7,120
34148,8,211
34148,9,203
34148,10,275
34148,11,137
34149,7,50
34149,8,69
34149,9,95
34149,10,83
34149,11,54
34159,7,74
34159,8,80
34159,9,99
34159,10,60
34159,11,47
34160,7,73
34160,8,76
34160,9,87
34160,10,48
34160,11,47
34161,7,53
34161,8,56
34161,9,75
34161,10,56
34161,11,35
34163,7,45
34163,8,62
34163,9,90
34163,10,70
34163,11,35
34164,7,42
34164,8,52
34164,9,77
34164,10,71
34164,11,31
34165,7,38
34165,8,48
34165,9,43
34165,10,53
34165,11,32
34167,7,42
34167,8,62
34167,9,99
34167,10,39
34167,11,41
34168,7,37
34168,8,59
34168,9,78
34168,10,38
34168,11,36
34169,7,42
34169,8,50
34169,9,54
34169,10,26
34169,11,32
34171,7,121
34171,8,136
34171,9,220
34171,10,166
34171,11,105
34172,7,92
34172,8,114
34172,9,162
34172,10,126
34172,11,94
34173,7,62
34173,8,105
34173,9,117
34173,10,113
34173,11,72
34280,7,200
34280,8,199
34280,9,253
34280,10,237
34280,11,132
34281,7,321
34281,8,310
34281,9,454
34281,10,431
34281,11,207
34282,7,244
34282,8,309
34282,9,394
34282,10,362
34282,11,178
34283,7,116
34283,8,130
34283,9,147
34283,10,173
34283,11,58
34284,7,136
34284,8,161
34284,9,242
34284,10,198
34284,11,77
34285,7,219
34285,8,277
34285,9,397
34285,10,355
34285,11,154
34286,7,171
34286,8,226
34286,9,294
34286,10,218
34286,11,116
34337,7,45
34337,8,43
34337,9,53
34337,10,30
34337,11,27
34338,7,71
34338,8,80
34338,9,138
34338,10,69
34338,11,56
34339,7,75
34339,8,89
34339,9,153
34339,10,72
34339,11,63
34340,7,55
34340,8,63
34340,9,97
34340,10,65
34340,11,35
34343,7,38
34343,8,47
34343,9,52
34343,10,45
34343,11,24
34397,7,7
34397,8,8
34397,9,19
34397,10,14
34397,11,13
34398,7,10
34398,8,10
34398,9,25
34398,10,18
34398,11,17
34399,7,10
34399,8,11
34399,9,28
34399,10,20
34399,11,18
34400,7,7
34400,8,8
34400,9,19
34400,10,14
34400,11,13
34412,7,10
34412,8,11
34412,9,28
34412,10,20
34412,11,18
34413,7,11
34413,8,12
34413,9,29
34413,10,21
34413,11,19
34414,7,10
34414,8,11
34414,9,27
34414,10,19
34414,11,18
34415,7,7
34415,8,8
34415,9,20
34415,10,14
34415,11,13
34444,7,10
34444,8,10
34444,9,24
34444,10,23
34444,11,17
34445,7,13
34445,8,13
34445,9,31
34445,10,30
34445,11,23
34446,7,11
34446,8,10
34446,9,25
34446,10,24
34446,11,18
34459,7,13
34459,8,9
34459,9,20
34459,10,36
34459,11,14
34460,7,18
34460,8,10
34460,9,39
34460,10,75
34460,11,37
34461,7,18
34461,8,10
34461,9,38
34461,10,70
34461,11,43
34462,7,12
34462,8,8
34462,9,16
34462,10,32
34462,11,26
34463,7,6
34463,8,3
34463,9,18
34463,10,26
34463,11,21
34464,7,12
34464,8,8
34464,9,27
34464,10,48
34464,11,25
34465,7,11
34465,8,5
34465,9,17
34465,10,46
34465,11,24
34466,7,10
34466,8,3
34466,9,16
34466,10,28
34466,11,17
34691,7,2
34691,8,2
34691,9,6
34691,10,5
34691,11,4
34692,7,2
34692,8,2
34692,9,6
34692,10,5
34692,11,4
34693,7,2
34693,8,2
34693,9,5
34693,10,5
34693,11,3
34699,7,1
34699,8,1
34699,9,3
34699,10,3
34699,11,2
34700,7,3
34700,8,3
34700,9,7
34700,10,7
34700,11,5
34701,7,3
34701,8,3
34701,9,7
34701,10,7
34701,11,5
34702,7,3
34702,8,2
34702,9,6
34702,10,6
34702,11,4
34703,7,1
34703,8,1
34703,9,3
34703,10,3
34703,11,2
34705,7,2
34705,8,2
34705,9,5
34705,10,5
34705,11,4
34706,7,2
34706,8,2
34706,9,5
34706,10,5
34706,11,3
34707,7,2
34707,8,2
34707,9,4
34707,10,4
34707,11,3
34710,7,2
34710,8,2
34710,9,5
34710,10,5
34710,11,4
34711,7,3
34711,8,3
34711,9,7
34711,10,6
34711,11,5
34712,7,2
34712,8,2
34712,9,6
34712,10,5
34712,11,4
34723,7,4
34723,8,4
34723,9,9
34723,10,9
34723,11,7
34724,7,5
34724,8,4
34724,9,10
34724,10,10
34724,11,8
34725,7,4
34725,8,4
34725,9,9
34725,10,9
34725,11,7
34734,7,2
34734,8,3
34734,9,3
34734,10,3
34734,11,2
34735,7,2
34735,8,3
34735,9,4
34735,10,4
34735,11,3
34736,7,6
34736,8,9
34736,9,13
34736,10,11
34736,11,7
34737,7,7
34737,8,10
34737,9,13
34737,10,11
34737,11,8
34738,7,8
34738,8,12
34738,9,16
34738,10,13
34738,11,9
34739,7,9
34739,8,13
34739,9,17
34739,10,15
34739,11,10
34740,7,9
34740,8,13
34740,9,17
34740,10,15
34740,11,10
34773,7,38
34773,8,5
34773,9,19
34773,10,11
34773,11,3
34774,7,33
34774,8,4
34774,9,27
34774,10,27
34774,11,3
34775,7,38
34775,8,4
34775,9,20
34775,10,13
34775,11,1
34776,7,15
34776,8,0
34776,9,11
34776,10,11
34776,11,1
34777,7,23
34777,8,2
34777,9,19
34777,10,12
34777,11,2
34778,7,18
34778,8,1
34778,9,11
34778,10,10
34778,11,2
34779,7,10
34779,8,0
34779,9,10
34779,10,9
34779,11,1
34780,7,21
34780,8,0
34780,9,12
34780,10,10
34780,11,2
34781,7,13
34781,8,0
34781,9,10
34781,10,6
34781,11,1
34782,7,23
34782,8,0
34782,9,14
34782,10,10
34782,11,2
34783,7,41
34783,8,3
34783,9,19
34783,10,10
34783,11,2
34784,7,26
34784,8,3
34784,9,19
34784,10,10
34784,11,3
34810,7,50
34810,8,16
34810,9,10
34810,10,3
34810,11,4
34811,7,39
34811,8,11
34811,9,15
34811,10,4
34811,11,5
34812,7,49
34812,8,15
34812,9,16
34812,10,6
34812,11,3
34816,7,34
34816,8,11
34816,9,14
34816,10,6
34816,11,2
34817,7,39
34817,8,10
34817,9,19
34817,10,6
34817,11,1
34818,7,42
34818,8,10
34818,9,16
34818,10,7
34818,11,3
34828,7,12
34828,8,1
34828,9,2
34828,10,2
34828,11,0
34829,7,21
34829,8,8
34829,9,7
34829,10,1
34829,11,0
34830,7,17
34830,8,7
34830,9,7
34830,10,3
34830,11,0
34831,7,6
34831,8,2
34831,9,2
34831,10,1
34831,11,0
34836,7,10
34836,8,1
34836,9,1
34836,10,1
34836,11,0
34837,7,15
34837,8,4
34837,9,8
34837,10,3
34837,11,0
34838,7,14
34838,8,3
34838,9,6
34838,10,2
34838,11,0
34839,7,5
34839,8,1
34839,9,1
34839,10,1
34839,11,0
35019,7,22
35019,8,6
35019,9,10
35019,10,1
35019,11,0
35020,7,32
35020,8,11
35020,9,5
35020,10,4
35020,11,8
35021,7,24
35021,8,6
35021,9,11
35021,10,1
35021,11,0
35022,7,26
35022,8,12
35022,9,5
35022,10,0
35022,11,13
35023,7,43
35023,8,14
35023,9,12
35023,10,6
35023,11,5
35024,7,31
35024,8,12
35024,9,12
35024,10,1
