idproduto,periodo,referencia,produto,apresentacao,cor,tamanho,marca,status,continuidade,cod_situacao,linha,familia,grupo,qtd_mensal,dias_com_venda,ano,mes,ano_mes
16714,2025-06-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE M,CHOCOLATE,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,360.0,24,2025,6,2025-06
16714,2025-07-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE M,CHOCOLATE,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,412.0,22,2025,7,2025-07
16714,2025-08-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE M,CHOCOLATE,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,448.0,25,2025,8,2025-08
16714,2025-09-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE M,CHOCOLATE,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,808.0,26,2025,9,2025-09
16714,2025-10-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE M,CHOCOLATE,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,518.0,25,2025,10,2025-10
16714,2025-11-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE M,CHOCOLATE,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,519.0,24,2025,11,2025-11
16714,2025-12-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE M,CHOCOLATE,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,161.0,19,2025,12,2025-12
16714,2026-01-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE M,CHOCOLATE,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,503.0,21,2026,1,2026-01
16714,2026-02-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE M,CHOCOLATE,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,371.0,21,2026,2,2026-02
16714,2026-03-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE M,CHOCOLATE,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,404.0,22,2026,3,2026-03
16715,2025-01-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,659.0,22,2025,1,2025-01
16715,2025-02-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,713.0,24,2025,2,2025-02
16715,2025-03-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,453.0,25,2025,3,2025-03
16715,2025-04-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,477.0,24,2025,4,2025-04
16715,2025-05-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,533.0,24,2025,5,2025-05
16715,2025-06-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,301.0,24,2025,6,2025-06
16715,2025-07-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,371.0,21,2025,7,2025-07
16715,2025-08-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,434.0,25,2025,8,2025-08
16715,2025-09-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,746.0,26,2025,9,2025-09
16715,2025-10-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,482.0,24,2025,10,2025-10
16715,2025-11-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,456.0,23,2025,11,2025-11
16715,2025-12-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,157.0,18,2025,12,2025-12
16715,2026-01-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,474.0,21,2026,1,2026-01
16715,2026-02-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,354.0,21,2026,2,2026-02
16715,2026-03-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE G,CHOCOLATE,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,359.0,22,2026,3,2026-03
16716,2025-01-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,350.0,23,2025,1,2025-01
16716,2025-02-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,467.0,23,2025,2,2025-02
16716,2025-03-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,296.0,24,2025,3,2025-03
16716,2025-04-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,318.0,23,2025,4,2025-04
16716,2025-05-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,362.0,24,2025,5,2025-05
16716,2025-06-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,183.0,20,2025,6,2025-06
16716,2025-07-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,191.0,18,2025,7,2025-07
16716,2025-08-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,256.0,24,2025,8,2025-08
16716,2025-09-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,446.0,23,2025,9,2025-09
16716,2025-10-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,309.0,24,2025,10,2025-10
16716,2025-11-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,277.0,23,2025,11,2025-11
16716,2025-12-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,64.0,14,2025,12,2025-12
16716,2026-01-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,266.0,20,2026,1,2026-01
16716,2026-02-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,157.0,20,2026,2,2026-02
16716,2026-03-01,302003,SHORT CORTE ELETRONICO EM MICROFIBRA,SHORT CORTE ELETRONICO EM MICROFIBRA CHOCOLATE GG,CHOCOLATE,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,222.0,20,2026,3,2026-03
16748,2025-01-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,49.0,13,2025,1,2025-01
16748,2025-02-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,58.0,13,2025,2,2025-02
16748,2025-03-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,24.0,14,2025,3,2025-03
16748,2025-04-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,41.0,12,2025,4,2025-04
16748,2025-05-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,23.0,12,2025,5,2025-05
16748,2025-06-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,26.0,12,2025,6,2025-06
16748,2025-07-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,39.0,12,2025,7,2025-07
16748,2025-08-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,37.0,13,2025,8,2025-08
16748,2025-09-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,34.0,11,2025,9,2025-09
16748,2025-10-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,47.0,9,2025,10,2025-10
16748,2025-11-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,18.0,7,2025,11,2025-11
16748,2025-12-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,13.0,5,2025,12,2025-12
16748,2026-01-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,27.0,10,2026,1,2026-01
16748,2026-02-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,22.0,11,2026,2,2026-02
16748,2026-03-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO P,PRETO,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,43.0,13,2026,3,2026-03
16749,2025-01-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,137.0,22,2025,1,2025-01
16749,2025-02-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,174.0,18,2025,2,2025-02
16749,2025-03-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,154.0,21,2025,3,2025-03
16749,2025-04-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,108.0,18,2025,4,2025-04
16749,2025-05-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,75.0,17,2025,5,2025-05
16749,2025-06-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,82.0,16,2025,6,2025-06
16749,2025-07-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,93.0,16,2025,7,2025-07
16749,2025-08-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,108.0,18,2025,8,2025-08
16749,2025-09-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,125.0,18,2025,9,2025-09
16749,2025-10-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,184.0,20,2025,10,2025-10
16749,2025-11-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,69.0,14,2025,11,2025-11
16749,2025-12-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,29.0,9,2025,12,2025-12
16749,2026-01-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,84.0,14,2026,1,2026-01
16749,2026-02-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,62.0,14,2026,2,2026-02
16749,2026-03-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO M,PRETO,M,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,102.0,18,2026,3,2026-03
16750,2025-01-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,109.0,16,2025,1,2025-01
16750,2025-02-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,147.0,18,2025,2,2025-02
16750,2025-03-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,103.0,21,2025,3,2025-03
16750,2025-04-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,94.0,17,2025,4,2025-04
16750,2025-05-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,69.0,15,2025,5,2025-05
16750,2025-06-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,93.0,13,2025,6,2025-06
16750,2025-07-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,102.0,18,2025,7,2025-07
16750,2025-08-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,104.0,19,2025,8,2025-08
16750,2025-09-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,98.0,18,2025,9,2025-09
16750,2025-10-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,156.0,18,2025,10,2025-10
16750,2025-11-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,42.0,10,2025,11,2025-11
16750,2025-12-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,37.0,10,2025,12,2025-12
16750,2026-01-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,93.0,15,2026,1,2026-01
16750,2026-02-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,69.0,14,2026,2,2026-02
16750,2026-03-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO G,PRETO,G,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,88.0,16,2026,3,2026-03
16751,2025-01-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,62.0,13,2025,1,2025-01
16751,2025-02-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,121.0,15,2025,2,2025-02
16751,2025-03-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,65.0,18,2025,3,2025-03
16751,2025-04-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,53.0,14,2025,4,2025-04
16751,2025-05-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,51.0,14,2025,5,2025-05
16751,2025-06-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,55.0,12,2025,6,2025-06
16751,2025-07-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,57.0,15,2025,7,2025-07
16751,2025-08-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,49.0,14,2025,8,2025-08
16751,2025-09-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,72.0,11,2025,9,2025-09
16751,2025-10-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,92.0,17,2025,10,2025-10
16751,2025-11-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,24.0,5,2025,11,2025-11
16751,2025-12-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,20.0,8,2025,12,2025-12
16751,2026-01-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,51.0,14,2026,1,2026-01
16751,2026-02-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,33.0,13,2026,2,2026-02
16751,2026-03-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO PRETO GG,PRETO,GG,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,71.0,16,2026,3,2026-03
16756,2025-01-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO CHOCOLATE P,CHOCOLATE,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,103.0,16,2025,1,2025-01
16756,2025-02-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO CHOCOLATE P,CHOCOLATE,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,81.0,18,2025,2,2025-02
16756,2025-03-01,301502,CALCINHA LARGA CORTE ELETRONICO,CALCINHA LARGA CORTE ELETRONICO CHOCOLATE P,CHOCOLATE,P,LIEBE,EM LINHA,PERMANENTE,001,FREE,BASICOS,FREE__BASICOS,56.0,18,2025,3,2025-03
